DEC,HEX,Alpha Tag,Mode,Description,Tag,Group,Priority,Stream List
1383,567,HOU BldgSvcs,D,Maintenance - Building Services (Housekeeping),Public Works,Houston Airport System - Hobby Airport,1,
45141,b055,Hou Cap Proj,T,Capital Projects,Public Works,Houston - Public Works and Engineering,1,
45014,afd6,Hou Cont Pro,T,Contract Procurement,Public Works,Houston - Public Works and Engineering,1,
44441,ad99,Hou CovTest1,T,Radio Coverage Test 1,Public Works,Houston - Information Technology,1,
2295,8f7,HOU Crash,D,Crash,Public Works,Houston Airport System - Hobby Airport,1,
45075,b013,Hou DWO Cons,T,Drinking Water Operations - Water Conservation Branch,Utilities,Houston - Public Works and Engineering - Public Utilities,1,
45071,b00f,Hou DWO Prod,T,Drinking Water Operations - Water Production,Utilities,Houston - Public Works and Engineering - Public Utilities,1,
45074,b012,Hou DWO Qual,T,Drinking Water Operations - Water Quality,Utilities,Houston - Public Works and Engineering - Public Utilities,1,
45073,b011,Hou DWO SWPP,T,Drinking Water Operations - Southeast Water Purification Plant,Utilities,Houston - Public Works and Engineering - Public Utilities,1,
45072,b010,Hou DWO UCS1,T,Drinking Water Operations - Utility Customer Service 1,Utilities,Houston - Public Works and Engineering - Public Utilities,1,
1377,561,HOU Electric,D,Maintenance - Electrical,Public Works,Houston Airport System - Hobby Airport,1,
45211,b09b,Hou EM Cmd 1,T,Command 1,Emergency Ops,Houston - Emergency Management,1,
45212,b09c,Hou EM Cmd 2,T,Command 2,Emergency Ops,Houston - Emergency Management,1,
45215,b09f,Hou EM HFD 1,T,Houston Fire Department 1,Emergency Ops,Houston - Emergency Management,1,
45216,b0a0,Hou EM HFD 2,T,Houston Fire Department 2,Emergency Ops,Houston - Emergency Management,1,
45213,b09d,Hou EM HPD 1,T,Houston Police Department 1,Emergency Ops,Houston - Emergency Management,1,
45214,b09e,Hou EM HPD 2,T,Houston Police Department 2,Emergency Ops,Houston - Emergency Management,1,
45553,b1f1,Hou Emerg Ctr IT,T,Houston Emergency Center - Information Technology,Public Works,Houston - Information Technology,1,
45022,afde,Hou EOC Mnt,T,Emergency Operations Center - Maintenance,Public Works,Houston - Emergency Management,1,
45021,afdd,Hou EOC Ops,T,Emergency Operations Center - Operations,Emergency Ops,Houston - Emergency Management,1,
1385,569,HOU Grounds,D,Maintenance - Airfield and Grounds,Public Works,Houston Airport System - Hobby Airport,1,
1389,56d,HOU IMBE,D,IMBE,Public Works,Houston Airport System - Hobby Airport,1,
45004,afcc,Hou IT Dept,T,Information Technology Department,Public Works,Houston - Information Technology,1,
45007,afcf,Hou IT Pilot,T,Pilot,Public Works,Houston - Information Technology,1,
45086,b01e,Hou LanierPW,T,Lanier Public Works Building - Security,Security,Houston - Public Works and Engineering,1,
45025,afe1,Hou MayorOfc,T,Mayor's Office,Public Works,Houston - Mayor's Office,1,
1387,56b,HOU Mgmt,D,Management,Public Works,Houston Airport System - Hobby Airport,1,
45013,afd5,Hou MMB 1,T,Materials Management Branch 1,Public Works,Houston - Public Works and Engineering,1,
43700,aab4,Hou Muni Courts,T,Municipal Courts,Public Works,Houston - Municipal Courts,1,
45153,b061,Hou Net Comm,T,Network Communications,Public Works,Houston - Information Technology,1,
45023,afdf,Hou OEM,T,Office of Emergency Management,Emergency Ops,Houston - Emergency Management,1,
1373,55d,HOU Ops,D,Operations,Public Works,Houston Airport System - Hobby Airport,1,
45191,b087,Hou Parking1,T,Parking Management Ch. 1 Enforcement,Public Works,Houston - Administration and Regulatory Affairs,1,
45192,b088,Hou Parking2,T,Parking Management Ch. 2 Meter Shop,Public Works,Houston - Administration and Regulatory Affairs,1,
45193,b089,Hou ParkingWrckr,T,Parking Enforcement Wrecker Requests,Public Works,Houston - Administration and Regulatory Affairs,1,
1381,565,HOU PhysPlnt,D,Maintenance - Physical Plant,Public Works,Houston Airport System - Hobby Airport,1,
1393,571,HOU PubSafty,D,Public Safety,Public Works,Houston Airport System - Hobby Airport,1,
45024,afe0,Hou PWMgtSup,T,Management Support,Public Works,Houston - Public Works and Engineering,1,
1371,55b,HOU RACOM,D,RACOM (Airport Fire/EMS Response),Public Works,Houston Airport System - Hobby Airport,1,
4052,fd4,Hou Radio 5,D,Radio Shop Ch. 5,Public Works,Houston - Information Technology,1,
45003,afcb,Hou RCS Bus,T,Radio Communications Business,Public Works,Houston - Information Technology,1,
45002,afca,Hou RCS Mnt,T,Radio Communications Maintenance,Public Works,Houston - Information Technology,1,
45555,b1f3,Hou RCS Tech,T,Radio Technicians (Network Operations Center),Public Works,Houston - Information Technology,1,
45085,b01d,Hou ROW Mnt,T,Right-of-Way Maintenance,Public Works,Houston - Public Works and Engineering,1,
1433,599,HOU Security,D,Security,Security,Houston Airport System - Hobby Airport,1,
45041,aff1,Hou SW Admin,T,Administration,Public Works,Houston - Solid Waste Management,1,
45270,b0d6,Hou SW Fleet,T,Fleet Maintenance,Public Works,Houston - Solid Waste Management,1,
1379,563,HOU Systems,D,Maintenance - Systems,Public Works,Houston Airport System - Hobby Airport,1,
45142,b056,Hou TaxiInsp,T,Taxi Inspectors,Public Works,Houston - Administration and Regulatory Affairs,1,
1435,59b,HOU Tech Sys,D,Maintenance - Technical Systems,Public Works,Houston Airport System - Hobby Airport,1,
45005,afcd,Hou Test,T,Test,Public Works,Houston - Information Technology,1,
45113,b039,Hou UM Lndsc,T,Utility Maintenance - Landscape,Utilities,Houston - Public Works and Engineering - Public Utilities,1,
45102,b02e,Hou UM NE,T,Utility Maintenance - Northeast,Utilities,Houston - Public Works and Engineering - Public Utilities,1,
45101,b02d,Hou UM NW,T,Utility Maintenance - Northwest,Utilities,Houston - Public Works and Engineering - Public Utilities,1,
45112,b038,Hou UM SE,T,Utility Maintenance - Southeast,Utilities,Houston - Public Works and Engineering - Public Utilities,1,
45104,b030,Hou UM Sec,T,Utility Maintenance - Security,Security,Houston - Public Works and Engineering - Public Utilities,1,
45114,b03a,Hou UM SEMgr,T,Utility Maintenance - Southeast Manager,Utilities,Houston - Public Works and Engineering - Public Utilities,1,
45103,b02f,Hou UM StopE,T,Utility Maintenance - Stoppage East,Utilities,Houston - Public Works and Engineering - Public Utilities,1,
45105,b031,Hou UM StopW,T,Utility Maintenance - Stoppage West,Utilities,Houston - Public Works and Engineering - Public Utilities,1,
45111,b037,Hou UM SW,T,Utility Maintenance - Southwest,Utilities,Houston - Public Works and Engineering - Public Utilities,1,
45062,b006,Hou Ww Equip,T,Wastewater - Equipment Maintenance,Utilities,Houston - Public Works and Engineering - Public Utilities,1,
45064,b008,Hou Ww Treat,T,Wastewater - Treatment Plants,Utilities,Houston - Public Works and Engineering - Public Utilities,1,
45063,b007,Hou Ww Wstld,T,Wastewater - Wasteload Control,Utilities,Houston - Public Works and Engineering - Public Utilities,1,
45061,b005,Hou WwProcOp,T,Wastewater - Process Operations,Utilities,Houston - Public Works and Engineering - Public Utilities,1,
45308,b0fc,Hou X-ICS 10,D,X-ICS 10 (HFD Ch. BC10),Interop,Houston - Incident Command System,1,
45309,b0fd,Hou X-ICS 11,D,X-ICS 11 (HFD Ch. BC11),Interop,Houston - Incident Command System,1,
45310,b0fe,Hou X-ICS 12,D,X-ICS 12 (HFD Ch. BC12),Interop,Houston - Incident Command System,1,
45311,b0ff,Hou X-ICS 13,D,X-ICS 13 (HFD Ch. BC13),Interop,Houston - Incident Command System,1,
45312,b100,Hou X-ICS 14,D,X-ICS 14 (HFD Ch. BC14),Interop,Houston - Incident Command System,1,
45313,b101,Hou X-ICS 15,D,X-ICS 15 (HFD Ch. BC15),Interop,Houston - Incident Command System,1,
45314,b102,Hou X-ICS 16,D,X-ICS 16 (HFD Ch. BC16),Interop,Houston - Incident Command System,1,
45301,b0f5,Hou X-ICS 3,D,X-ICS 3 (HFD Ch. BC3),Interop,Houston - Incident Command System,1,
45302,b0f6,Hou X-ICS 4,D,X-ICS 4 (HFD Ch. BC4),Interop,Houston - Incident Command System,1,
45303,b0f7,Hou X-ICS 5,D,X-ICS 5 (HFD Ch. BC5),Interop,Houston - Incident Command System,1,
45304,b0f8,Hou X-ICS 6,D,X-ICS 6 (HFD Ch. BC6),Interop,Houston - Incident Command System,1,
45305,b0f9,Hou X-ICS 7,D,X-ICS 7 (HFD Ch. BC7),Interop,Houston - Incident Command System,1,
45306,b0fa,Hou X-ICS 8,D,X-ICS 8 (HFD Ch. BC8),Interop,Houston - Incident Command System,1,
45307,b0fb,Hou X-ICS 9,D,X-ICS 9 (HFD Ch. BC9),Interop,Houston - Incident Command System,1,
45322,b10a,Hou Y-ICS 10,T,Y-ICS 10 (HFD Ch. EA10),Interop,Houston - Incident Command System,1,
45323,b10b,Hou Y-ICS 11,T,Y-ICS 11 (HFD Ch. EA11),Interop,Houston - Incident Command System,1,
45324,b10c,Hou Y-ICS 12,T,Y-ICS 12 (HFD Ch. EA12),Interop,Houston - Incident Command System,1,
45325,b10d,Hou Y-ICS 13,T,Y-ICS 13 (HFD Ch. EA13),Interop,Houston - Incident Command System,1,
45326,b10e,Hou Y-ICS 14,T,Y-ICS 14 (HFD Ch. EA14),Interop,Houston - Incident Command System,1,
45327,b10f,Hou Y-ICS 15,T,Y-ICS 15 (HFD Ch. EA15),Interop,Houston - Incident Command System,1,
45328,b110,Hou Y-ICS 16,T,Y-ICS 16 (HFD Ch. EA16),Interop,Houston - Incident Command System,1,
45315,b103,Hou Y-ICS 3,T,Y-ICS 3 (HFD Ch. EA3),Interop,Houston - Incident Command System,1,
45316,b104,Hou Y-ICS 4,T,Y-ICS 4 (HFD Ch. EA4),Interop,Houston - Incident Command System,1,
45317,b105,Hou Y-ICS 5,T,Y-ICS 5 (HFD Ch. EA5),Interop,Houston - Incident Command System,1,
45318,b106,Hou Y-ICS 6,T,Y-ICS 6 (HFD Ch. EA6),Interop,Houston - Incident Command System,1,
45319,b107,Hou Y-ICS 7,T,Y-ICS 7 (HFD Ch. EA7),Interop,Houston - Incident Command System,1,
45320,b108,Hou Y-ICS 8,T,Y-ICS 8 (HFD Ch. EA8),Interop,Houston - Incident Command System,1,
45321,b109,Hou Y-ICS 9,T,Y-ICS 9 (HFD Ch. EA9),Interop,Houston - Incident Command System,1,
45084,b01c,HouBridgeMnt,T,Bridge Maintenance,Public Works,Houston - Public Works and Engineering,1,
49997,c34d,HouDemoGGSLC,T,Radio Demo General Government Services Layer 1 Clear,Public Works,Houston - Information Technology,1,
49996,c34c,HouDemoGGSLS,DE,Radio Demo General Government Services Layer Secure,Public Works,Houston - Information Technology,1,
49995,c34b,HouDemoPS SW,T,Radio Demo Public Safety Southwest Simulcast,Public Works,Houston - Information Technology,1,
49998,c34e,HouDemoPSClr,T,Radio Demo Public Safety Layer Clear,Public Works,Houston - Information Technology,1,
49999,c34f,HouDemoPSSec,DE,Radio Demo Public Safety Layer Secure,Public Works,Houston - Information Technology,1,
45087,b01f,HouGrandPrix,T,Grand Prix (used by Radio Communications Division),Public Works,Houston - Information Technology,1,
1391,56f,HOUGrndTrans,D,Ground Transportation,Public Works,Houston Airport System - Hobby Airport,1,
45012,afd4,HouGSD Fleet,T,Fleet Management,Public Works,Houston - General Services,1,
45011,afd3,HouGSD North,T,North,Public Works,Houston - General Services,1,
45015,afd7,HouGSD South,T,South,Public Works,Houston - General Services,1,
45162,b06a,HouHHS Div A,T,Division A,Public Works,Houston - Health and Human Services,1,
45165,b06d,HouHHS Div B,T,Division B,Public Works,Houston - Health and Human Services,1,
45166,b06e,HouHHS Div C,T,Division C,Public Works,Houston - Health and Human Services,1,
45171,b073,HouHHS Div D,T,Division D,Public Works,Houston - Health and Human Services,1,
45172,b074,HouHHS Div E,T,Division E,Public Works,Houston - Health and Human Services,1,
45173,b075,HouHHS Div F,T,Division F,Public Works,Houston - Health and Human Services,1,
45174,b076,HouHHSDivG/H,T,Division G/H,Public Works,Houston - Health and Human Services,1,
45161,b069,HouHHSIncCmd,T,Incident Command,Public Works,Houston - Health and Human Services,1,
45006,afce,HouITSrStaff,T,Senior Staff,Public Works,Houston - Information Technology,1,
45228,b0ac,HouLostRadio,DE,Lost Radio,Public Works,Houston - Information Technology,1,
45124,b044,HouPR Field1,T,Field Operations 1,Public Works,Houston - Parks and Recreation,1,
45128,b048,HouPR Field2,T,Field Operations 2,Public Works,Houston - Parks and Recreation,1,
45126,b046,HouPR Golf,T,Golf,Public Works,Houston - Parks and Recreation,1,
45127,b047,HouPR Miller,T,Miller Outdoor Theatre - Security,Security,Houston - Parks and Recreation,1,
45123,b043,HouPR Permit,T,Permits,Public Works,Houston - Parks and Recreation,1,
45121,b041,HouPR Ranger,T,Park Rangers,Security,Houston - Parks and Recreation,1,
45122,b042,HouPR Resour,T,Resource,Public Works,Houston - Parks and Recreation,1,
45125,b045,HouPR Sec,T,Security,Security,Houston - Parks and Recreation,1,
45556,b1f4,HouRadioDemo,T,Radio Demo,Public Works,Houston - Information Technology,1,
45001,afc9,HouRadioShop,T,Radio Shop,Public Works,Houston - Information Technology,1,
270,10e,Houston PIES,D,Public Information Emergency System (PIES; radio checks Wednesdays at 9:00 AM),Emergency Ops,Houston - Emergency Management,1,
45083,b01b,HouStreetMnt,T,Street Maintenance,Public Works,Houston - Public Works and Engineering,1,
45045,aff5,HouSW Col NE,T,Collection Northeast,Public Works,Houston - Solid Waste Management,1,
45046,aff6,HouSW Col NW,T,Collection Northwest,Public Works,Houston - Solid Waste Management,1,
45044,aff4,HouSW Col SE,T,Collection Southeast,Public Works,Houston - Solid Waste Management,1,
45047,aff7,HouSW Col SW,T,Collection Southwest,Public Works,Houston - Solid Waste Management,1,
45042,aff2,HouSW Heavy1,T,Heavy Trash 1,Public Works,Houston - Solid Waste Management,1,
45043,aff3,HouSW Heavy2,T,Heavy Trash 2,Public Works,Houston - Solid Waste Management,1,
45048,aff8,HouSW Recyc1,T,Recycling 1,Public Works,Houston - Solid Waste Management,1,
45049,aff9,HouSW Recyc2,T,Recycling 2,Public Works,Houston - Solid Waste Management,1,
45272,b0d8,HouSWYdWstNE,T,Yard Waste Northeast,Public Works,Houston - Solid Waste Management,1,
45271,b0d7,HouSWYdWstNW,T,Yard Waste Northwest,Public Works,Houston - Solid Waste Management,1,
45081,b019,HouTrfcSignl,T,Traffic Signals,Public Works,Houston - Public Works and Engineering,1,
45082,b01a,HouTrfcSigns,T,Traffic Signs,Public Works,Houston - Public Works and Engineering,1,
30110,759e,HPD Airport,T,Airports Dispatch,Law Dispatch,Houston - Police - Homeland Security Command,1,
30191,75ef,HPD AirprtMA,D,Airports Dispatch Mutual Aid (General Government Services Layer),Law Dispatch,Houston - Police - Homeland Security Command,1,
30133,75b5,HPD AutoTh 1,TE,Auto Theft 1,Law Tac,Houston - Police - Investigative Operations,1,
30134,75b6,HPD AutoTh 2,TE,Auto Theft 2,Law Tac,Houston - Police - Investigative Operations,1,
30135,75b7,HPD Burglry1,TE,Burglary 1,Law Tac,Houston - Police - Investigative Operations,1,
30136,75b8,HPD Burglry2,TE,Burglary 2,Law Tac,Houston - Police - Investigative Operations,1,
30041,7559,HPD Cent Tac 1,TE,Central Tactical 1,Law Tac,Houston - Police - Field Operations,1,
30042,755a,HPD Cent Tac 2,TE,Central Tactical 2,Law Tac,Houston - Police - Field Operations,1,
30043,755b,HPD Cent Tac 3,TE,Central Tactical 3,Law Tac,Houston - Police - Field Operations,1,
30044,755c,HPD Cent Tac 4,TE,Central Tactical 4,Law Tac,Houston - Police - Field Operations,1,
30040,7558,HPD Central Disp,T,Central Dispatch,Law Dispatch,Houston - Police - Field Operations,1,
30184,7.5E+09,HPD Central MA,D,Central Dispatch Mutual Aid (General Government Services Layer),Law Dispatch,Houston - Police - Field Operations,1,
30156,75cc,HPD CID 1,TE,Criminal Intelligence Division (CID) 1,Law Tac,Houston - Police - Homeland Security Command,1,
30157,75cd,HPD CID 2,TE,Criminal Intelligence Division (CID) 2,Law Tac,Houston - Police - Homeland Security Command,1,
30101,7595,HPD Citywd Tac 1,TE,Citywide Tactical 1 (HFD Ch. DC10),Law Tac,Houston - Police - Field Operations,1,
30102,7596,HPD Citywd Tac 2,TE,Citywide Tactical 2 (HFD Ch. DC11),Law Tac,Houston - Police - Field Operations,1,
30103,7597,HPD Citywd Tac 3,TE,Citywide Tactical 3,Law Tac,Houston - Police - Field Operations,1,
30104,7598,HPD Citywd Tac 4,TE,Citywide Tactical 4,Law Tac,Houston - Police - Field Operations,1,
30100,7594,HPD Citywide,T,Citywide Dispatch (HFD Ch. AC16/BA12),Law Dispatch,Houston - Police - Field Operations,1,
30130,75b2,HPD Crim Inv,TE,Criminal Investigators,Law Tac,Houston - Police - Investigative Operations,1,
30190,75ee,HPD Ctywide MA,D,Citywide Dispatch Mutual Aid (General Government Services Layer),Law Dispatch,Houston - Police - Field Operations,1,
30090,758a,HPD Det Disp,T,Detectives Dispatch,Law Dispatch,Houston - Police - Investigative Operations,1,
30091,758b,HPD Det Tac1,TE,Detectives Tactical 1,Law Tac,Houston - Police - Investigative Operations,1,
30092,758c,HPD Det Tac2,TE,Detectives Tactical 2,Law Tac,Houston - Police - Investigative Operations,1,
30093,758d,HPD Det Tac3,TE,Detectives Tactical 3,Law Tac,Houston - Police - Investigative Operations,1,
30094,758e,HPD Det Tac4,TE,Detectives Tactical 4,Law Tac,Houston - Police - Investigative Operations,1,
30189,75ed,HPD Detec MA,D,Detectives Dispatch Mutual Aid (General Government Services Layer),Law Dispatch,Houston - Police - Investigative Operations,1,
30143,75bf,HPD Encrypted 1,TE,Encrypted 1,Interop,Houston - Police - Interoperability,1,
30206,75fe,HPD Encrypted 10,TE,Encrypted 10,Interop,Houston - Police - Interoperability,1,
30207,75ff,HPD Encrypted 11,TE,Encrypted 11,Interop,Houston - Police - Interoperability,1,
30208,7600,HPD Encrypted 12,TE,Encrypted 12,Interop,Houston - Police - Interoperability,1,
30209,7601,HPD Encrypted 13,TE,Encrypted 13,Interop,Houston - Police - Interoperability,1,
30210,7602,HPD Encrypted 14,TE,Encrypted 14,Interop,Houston - Police - Interoperability,1,
30211,7603,HPD Encrypted 15,TE,Encrypted 15,Interop,Houston - Police - Interoperability,1,
30212,7604,HPD Encrypted 16,TE,Encrypted 16,Interop,Houston - Police - Interoperability,1,
30144,75c0,HPD Encrypted 2,TE,Encrypted 2,Interop,Houston - Police - Interoperability,1,
30145,75c1,HPD Encrypted 3,TE,Encrypted 3,Interop,Houston - Police - Interoperability,1,
30146,75c2,HPD Encrypted 4,TE,Encrypted 4,Interop,Houston - Police - Interoperability,1,
30201,75f9,HPD Encrypted 5,TE,Encrypted 5,Interop,Houston - Police - Interoperability,1,
30202,75fa,HPD Encrypted 6,TE,Encrypted 6,Interop,Houston - Police - Interoperability,1,
30203,75fb,HPD Encrypted 7,TE,Encrypted 7,Interop,Houston - Police - Interoperability,1,
30204,75fc,HPD Encrypted 8,TE,Encrypted 8,Interop,Houston - Police - Interoperability,1,
30205,75fd,HPD Encrypted 9,TE,Encrypted 9,Interop,Houston - Police - Interoperability,1,
30158,75ce,HPD Gang,TE,Gang,Law Tac,Houston - Police - Investigative Operations,1,
30132,75b4,HPD Homicide,TE,Homicide,Law Tac,Houston - Police - Investigative Operations,1,
30111,759f,HPD HOU Tac1,TE,Airports Hobby Tactical 1,Law Tac,Houston - Police - Homeland Security Command,1,
30112,75a0,HPD HOU Tac2,TE,Airports Hobby Tactical 2,Law Tac,Houston - Police - Homeland Security Command,1,
30160,75d0,HPD MajOff 1,TE,Major Offenders 1,Law Tac,Houston - Police - Investigative Operations,1,
30161,75d1,HPD MajOff 2,TE,Major Offenders 2,Law Tac,Houston - Police - Investigative Operations,1,
30142,75be,HPD MayorSec,TE,Mayor Security,Law Tac,Houston - Police - Homeland Security Command,1,
30151,75c7,HPD Narc Cw,TE,Narcotics Citywide,Law Tac,Houston - Police - Investigative Operations,1,
30154,75ca,HPD Narc SE,TE,Narcotics Southeast,Law Tac,Houston - Police - Investigative Operations,1,
30155,75cb,HPD Narc SW,TE,Narcotics Southwest,Law Tac,Houston - Police - Investigative Operations,1,
30010,753a,HPD NE Disp,T,Northeast Dispatch,Law Dispatch,Houston - Police - Field Operations,1,
30181,7.5E+06,HPD NE MA,D,Northeast Dispatch Mutual Aid (General Government Services Layer),Law Dispatch,Houston - Police - Field Operations,1,
30011,753b,HPD NE Tac 1,TE,Northeast Tactical 1,Law Tac,Houston - Police - Field Operations,1,
30012,753c,HPD NE Tac 2,TE,Northeast Tactical 2,Law Tac,Houston - Police - Field Operations,1,
30013,753d,HPD NE Tac 3,TE,Northeast Tactical 3,Law Tac,Houston - Police - Field Operations,1,
30014,753e,HPD NE Tac 4,TE,Northeast Tactical 4,Law Tac,Houston - Police - Field Operations,1,
30000,7530,HPD North Disp,T,"North (North Shepherd"") Dispatch""",Law Dispatch,Houston - Police - Field Operations,1,
30180,7.5E+05,HPD North MA,D,"North (North Shepherd"") Dispatch Mutual Aid (General Government Services Layer)""",Law Dispatch,Houston - Police - Field Operations,1,
30001,7531,HPD North Tac 1,TE,North Tactical 1,Law Tac,Houston - Police - Field Operations,1,
30002,7532,HPD North Tac 2,TE,North Tactical 2,Law Tac,Houston - Police - Field Operations,1,
30003,7533,HPD North Tac 3,TE,North Tactical 3,Law Tac,Houston - Police - Field Operations,1,
30004,7534,HPD North Tac 4,TE,North Tactical 4,Law Tac,Houston - Police - Field Operations,1,
30060,756c,HPD NW Disp,T,Northwest Dispatch,Law Dispatch,Houston - Police - Field Operations,1,
30186,75ea,HPD NW MA,D,Northwest Dispatch Mutual Aid (General Government Services Layer),Law Dispatch,Houston - Police - Field Operations,1,
30061,756d,HPD NW Tac 1,TE,Northwest Tactical 1,Law Tac,Houston - Police - Field Operations,1,
30062,756e,HPD NW Tac 2,TE,Northwest Tactical 2,Law Tac,Houston - Police - Field Operations,1,
30063,756f,HPD NW Tac 3,TE,Northwest Tactical 3,Law Tac,Houston - Police - Field Operations,1,
30064,7570,HPD NW Tac 4,TE,Northwest Tactical 4,Law Tac,Houston - Police - Field Operations,1,
30131,75b3,HPD Robbery,TE,Robbery,Law Tac,Houston - Police - Investigative Operations,1,
30137,75b9,HPD SCI 1,TE,SCI 1,Law Tac,Houston - Police - Investigative Operations,1,
30138,75ba,HPD SCI 2,TE,SCI 2,Law Tac,Houston - Police - Investigative Operations,1,
30020,7544,HPD SE Disp,T,Southeast Dispatch,Law Dispatch,Houston - Police - Field Operations,1,
30182,7.5E+07,HPD SE MA,D,Southeast Dispatch Mutual Aid (General Government Services Layer),Law Dispatch,Houston - Police - Field Operations,1,
30021,7545,HPD SE Tac 1,TE,Southeast Tactical 1,Law Tac,Houston - Police - Field Operations,1,
30022,7546,HPD SE Tac 2,TE,Southeast Tactical 2,Law Tac,Houston - Police - Field Operations,1,
30023,7547,HPD SE Tac 3,TE,Southeast Tactical 3,Law Tac,Houston - Police - Field Operations,1,
30024,7548,HPD SE Tac 4,TE,Southeast Tactical 4,Law Tac,Houston - Police - Field Operations,1,
30050,7562,HPD SouCen Disp,T,South Central Dispatch,Law Dispatch,Houston - Police - Field Operations,1,
30185,7.5E+10,HPD SouCen MA,D,South Central Dispatch Mutual Aid (General Government Services Layer),Law Dispatch,Houston - Police - Field Operations,1,
30051,7563,HPD SouCen Tac 1,TE,South Central Tactical 1,Law Tac,Houston - Police - Field Operations,1,
30052,7564,HPD SouCen Tac 2,TE,South Central Tactical 2,Law Tac,Houston - Police - Field Operations,1,
30053,7565,HPD SouCen Tac 3,TE,South Central Tactical 3,Law Tac,Houston - Police - Field Operations,1,
30054,7566,HPD SouCen Tac 4,TE,South Central Tactical 4,Law Tac,Houston - Police - Field Operations,1,
30150,75c6,HPD Sp Invst,TE,Special Investigators,Law Tac,Houston - Police - Investigative Operations,1,
30188,75ec,HPD Sp Op MA,D,Special Operations Dispatch Mutual Aid (General Government Services Layer),Law Dispatch,Houston - Police - Homeland Security Command,1,
30080,7580,HPD SpOpDisp,T,Special Operations Dispatch,Law Dispatch,Houston - Police - Homeland Security Command,1,
30081,7581,HPD SpOpTac1,TE,Special Operations Tactical 1 (Ch. 9B),Law Tac,Houston - Police - Homeland Security Command,1,
30082,7582,HPD SpOpTac2,TE,Special Operations Tactical 2,Law Tac,Houston - Police - Homeland Security Command,1,
30083,7583,HPD SpOpTac3,TE,Special Operations Tactical 3,Law Tac,Houston - Police - Homeland Security Command,1,
30084,7584,HPD SpOpTac4,TE,Special Operations Tactical 4,Law Tac,Houston - Police - Homeland Security Command,1,
30030,754e,HPD SW Disp,T,"Southwest (Beechnut"") Dispatch""",Law Dispatch,Houston - Police - Field Operations,1,
30183,7.5E+08,HPD SW MA,D,"Southwest (Beechnut"") Dispatch Mutual Aid (General Government Services Layer)""",Law Dispatch,Houston - Police - Field Operations,1,
30031,754f,HPD SW Tac 1,TE,Southwest Tactical 1,Law Tac,Houston - Police - Field Operations,1,
30032,7550,HPD SW Tac 2,TE,Southwest Tactical 2,Law Tac,Houston - Police - Field Operations,1,
30033,7551,HPD SW Tac 3,TE,Southwest Tactical 3,Law Tac,Houston - Police - Field Operations,1,
30034,7552,HPD SW Tac 4,TE,Southwest Tactical 4,Law Tac,Houston - Police - Field Operations,1,
30139,75bb,HPD SWAT 1,TE,SWAT 1,Law Tac,Houston - Police - Homeland Security Command,1,
30140,75bc,HPD SWAT 2,TE,SWAT 2,Law Tac,Houston - Police - Homeland Security Command,1,
30159,75cf,HPD Vice,TE,Vice,Law Tac,Houston - Police - Investigative Operations,1,
30070,7576,HPD West Disp,T,Westside Dispatch,Law Dispatch,Houston - Police - Field Operations,1,
30187,75eb,HPD West MA,D,Westside Dispatch Mutual Aid (General Government Services Layer),Law Dispatch,Houston - Police - Field Operations,1,
30071,7577,HPD West Tac1,TE,Westside Tactical 1,Law Tac,Houston - Police - Field Operations,1,
30072,7578,HPD West Tac2,TE,Westside Tactical 2,Law Tac,Houston - Police - Field Operations,1,
30073,7579,HPD West Tac3,TE,Westside Tactical 3,Law Tac,Houston - Police - Field Operations,1,
30074,757a,HPD West Tac4,TE,Westside Tactical 4,Law Tac,Houston - Police - Field Operations,1,
3238,ca6,Htchck ISD 2,D,Hitchcock ISD 2,Schools,Galveston County - Schools,1,
3240,ca8,Htchk City 1,D,City 1,Public Works,Galveston County - Hitchcock,1,
3242,caa,Htchk City 2,D,City 2,Public Works,Galveston County - Hitchcock,1,
3341,d0d,Htchk PD 1,D,Police Ch. 1,Law Dispatch,Galveston County - Hitchcock,1,
3343,d0f,Htchk PD 2,D,Police Ch. 2,Law Talk,Galveston County - Hitchcock,1,
3345,d11,Htchk PD Adm,D,Police Administration,Law Talk,Galveston County - Hitchcock,1,
3347,d13,Htchk PD CID,D,Police CID,Law Tac,Galveston County - Hitchcock,1,
3244,cac,HtchkFD Dis,D,Volunteer Fire Department Dispatch,Fire Dispatch,Galveston County - Hitchcock,1,
3246,cae,HtchkFD Tac1,D,Fire Tactical 1,Fire-Tac,Galveston County - Hitchcock,1,
3248,cb0,HtchkFD Tac2,D,Fire Tactical 2,Fire-Tac,Galveston County - Hitchcock,1,
2619,a3b,Huffman FD Admin,D,Huffman Fire Department Administration,Fire-Talk,Harris County - HC Emergency Corps Communications Center,1,
2316,90c,Huffman Fire,D,Huffman Fire Department,Fire Dispatch,Harris County - HC Emergency Corps Communications Center,1,
2724,aa4,Humble Citywide,TE,Citywide,Interop,Harris County - Humble,1,
2722,aa2,Humble Civic Ctr,TE,Civic Center,Public Works,Harris County - Humble,1,
2692,a84,Humble Fire 1,T,Fire 1,Fire Dispatch,Harris County - Humble,1,
2698,a8a,Humble Fire 2,T,Fire 2,Fire-Tac,Harris County - Humble,1,
2726,aa6,Humble Firegrnd,TE,Fireground,Fire-Tac,Harris County - Humble,1,
