DEC,HEX,Alpha Tag,Mode,Description,Tag,Group,Priority,Stream List
2027,7eb,DPS Air Ops,D,Department of Public Safety (DPS) Air Operations,Interop,Interoperability - Zone 75,1,west_houston
1179,49b,HPD Fox,D,"Houston Police Fox"" Helicopters (used for ground surveillance)""",Interop,Interoperability - Law Enforcement,1,west_houston
2210,8a2,GCI 1,D,Gulf Coast Interoperability (GCI) 1,Interop,Interoperability - Zone 77 Inter-RF Subsystem Interface (ISSI),1,west_houston
2219,8ab,GCI 10,D,Gulf Coast Interoperability (GCI) 10,Interop,Interoperability - Zone 77 Inter-RF Subsystem Interface (ISSI),1,west_houston
2220,8ac,GCI 11,D,Gulf Coast Interoperability (GCI) 11,Interop,Interoperability - Zone 77 Inter-RF Subsystem Interface (ISSI),1,west_houston
2221,8ad,GCI 12,D,Gulf Coast Interoperability (GCI) 12,Interop,Interoperability - Zone 77 Inter-RF Subsystem Interface (ISSI),1,west_houston
2222,8ae,GCI 13,D,Gulf Coast Interoperability (GCI) 13,Interop,Interoperability - Zone 77 Inter-RF Subsystem Interface (ISSI),1,west_houston
2223,8af,GCI 14,D,Gulf Coast Interoperability (GCI) 14,Interop,Interoperability - Zone 77 Inter-RF Subsystem Interface (ISSI),1,west_houston
2224,8b0,GCI 15,D,Gulf Coast Interoperability (GCI) 15,Interop,Interoperability - Zone 77 Inter-RF Subsystem Interface (ISSI),1,west_houston
2225,8b1,GCI 16,D,Gulf Coast Interoperability (GCI) 16,Interop,Interoperability - Zone 77 Inter-RF Subsystem Interface (ISSI),1,west_houston
2211,8a3,GCI 2,D,Gulf Coast Interoperability (GCI) 2,Interop,Interoperability - Zone 77 Inter-RF Subsystem Interface (ISSI),1,west_houston
2212,8a4,GCI 3,D,Gulf Coast Interoperability (GCI) 3,Interop,Interoperability - Zone 77 Inter-RF Subsystem Interface (ISSI),1,west_houston
2213,8a5,GCI 4,D,Gulf Coast Interoperability (GCI) 4,Interop,Interoperability - Zone 77 Inter-RF Subsystem Interface (ISSI),1,west_houston
2214,8a6,GCI 5,D,Gulf Coast Interoperability (GCI) 5,Interop,Interoperability - Zone 77 Inter-RF Subsystem Interface (ISSI),1,west_houston
2215,8a7,GCI 6,D,Gulf Coast Interoperability (GCI) 6,Interop,Interoperability - Zone 77 Inter-RF Subsystem Interface (ISSI),1,west_houston
2216,8a8,GCI 7,D,Gulf Coast Interoperability (GCI) 7,Interop,Interoperability - Zone 77 Inter-RF Subsystem Interface (ISSI),1,west_houston
2217,8a9,GCI 8,D,Gulf Coast Interoperability (GCI) 8,Interop,Interoperability - Zone 77 Inter-RF Subsystem Interface (ISSI),1,west_houston
2218,8aa,GCI 9,D,Gulf Coast Interoperability (GCI) 9,Interop,Interoperability - Zone 77 Inter-RF Subsystem Interface (ISSI),1,west_houston
3632,e30,HC Event 1,D,Event 1,Interop,Harris County Mutual Aid,1,west_houston
3634,e32,HC Event 2,D,Event 2,Interop,Harris County Mutual Aid,1,west_houston
3636,e34,HC Event 3,D,Event 3,Interop,Harris County Mutual Aid,1,west_houston
3638,e36,HC Event 4,D,Event 4 (Radio Cache),Interop,Harris County Mutual Aid,1,west_houston
535,217,HC MA 1,D,Harris County Mutual Aid 1,Interop,Interoperability - Zone 76,1,west_houston
3630,e2e,HC MA 10,D,Harris County Mutual Aid 10,Interop,Interoperability - Zone 76,1,west_houston
4086,ff6,HC MA 11,D,Harris County Mutual Aid 11,Interop,Interoperability - Zone 76,1,west_houston
4087,ff7,HC MA 12,D,Harris County Mutual Aid 12,Interop,Interoperability - Zone 76,1,west_houston
4088,ff8,HC MA 13,D,Harris County Mutual Aid 13,Interop,Interoperability - Zone 76,1,west_houston
4089,ff9,HC MA 14,D,Harris County Mutual Aid 14,Interop,Interoperability - Zone 76,1,west_houston
537,219,HC MA 2,D,Harris County Mutual Aid 2,Interop,Interoperability - Zone 76,1,west_houston
889,379,HC MA 3,D,Harris County Mutual Aid 3,Interop,Interoperability - Zone 76,1,west_houston
1159,487,HC MA 4,D,Harris County Mutual Aid 4,Interop,Interoperability - Zone 76,1,west_houston
1161,489,HC MA 5,D,Harris County Mutual Aid 5,Interop,Interoperability - Zone 76,1,west_houston
1163,48b,HC MA 6,D,Harris County Mutual Aid 6,Interop,Interoperability - Zone 76,1,west_houston
3624,e28,HC MA 7,D,Harris County Mutual Aid 7,Interop,Interoperability - Zone 76,1,west_houston
3626,e2a,HC MA 8,D,Harris County Mutual Aid 8,Interop,Interoperability - Zone 76,1,west_houston
3628,e2c,HC MA 9,D,Harris County Mutual Aid 9,Interop,Interoperability - Zone 76,1,west_houston
719,2cf,HCCO5 Disp 1,D,Precinct 5 - Dispatch 1,Law Dispatch,Harris County Constables,1,west_houston|hcso
1045,415,HCCO5 Disp 2,D,Precinct 5 - Dispatch 2,Law Tac,Harris County Constables,1,west_houston|hcso
625,271,HCCO5 Disp 3,D,Precinct 5 - Dispatch 3,Law Tac,Harris County Constables,1,west_houston|hcso
113,71,HCCO5 Superv,D,Precinct 5 - Supervisors,Law Talk,Harris County Constables,1,west_houston|hcso
75,04b,HCCO6 Admin,D,Precinct 6 - Ch. B Administration,Law Talk,Harris County Constables,1,west_houston|hcso
819,333,HCCO6 Civil,D,Precinct 6 - Civil,Law Tac,Harris County Constables,1,west_houston|hcso
563,233,HCSO Disp 4,D,Dispatch 4 - District 4 (West),Law Dispatch,Harris County Sheriff,1,west_houston|hcso
1195,4ab,HCSO Disp 6,D,Dispatch 6,Law Dispatch,Harris County Sheriff,1,west_houston|hcso
791,317,HCSO Tac 1,D,Tactical 1,Law Tac,Harris County Sheriff,1,west_houston|hcso
793,319,HCSO Tac 2,D,Tactical 2,Law Tac,Harris County Sheriff,1,west_houston|hcso
801,321,HCSO Tac 3,D,Tactical 3,Law Tac,Harris County Sheriff,1,west_houston|hcso
803,323,HCSO Tac 4,D,Tactical 4,Law Tac,Harris County Sheriff,1,west_houston|hcso
1157,485,HCSO Tac 5,D,Tactical 5,Law Tac,Harris County Sheriff,1,west_houston|hcso
1199,4af,HCSO Tac 6,D,Tactical 6,Law Tac,Harris County Sheriff,1,west_houston|hcso
1197,4ad,HCSO Tac SW,D,Tactical Southwest,Law Tac,Harris County Sheriff,1,west_houston|hcso
929,3a1,HCSO TacWest,D,Tactical West,Law Tac,Harris County Sheriff,1,west_houston|hcso
1471,5bf,Katy FD Dispatch,D,Fire Dispatch,Fire Dispatch,Fort Bend County - Katy,1,west_houston|katy
1584,630,Katy FD Marshal,D,Fire Marshal,Fire-Tac,Fort Bend County - Katy,1,west_houston|katy
1361,551,Katy FD Tac 1,D,Fire Tactical 1,Fire-Tac,Fort Bend County - Katy,1,west_houston|katy
1582,62e,Katy FD Tac 2,D,Fire Tactical 2,Fire-Tac,Fort Bend County - Katy,1,west_houston|katy
52,34,Katy FD Tac 3,D,Fire Tactical 3,Fire-Tac,Fort Bend County - Katy,1,west_houston|katy
54,36,Katy FD Tac 4,D,Fire Tactical 4,Fire-Tac,Fort Bend County - Katy,1,west_houston|katy
148,94,Katy ISD Liasis,D,Katy Independent School District Liaison,Schools,Harris County - Schools,1,west_houston|katy
591,24f,Katy PD 1,D,Police 1,Law Dispatch,Fort Bend County - Katy,1,west_houston|katy
595,253,Katy PD 2,D,Police 2,Law Tac,Fort Bend County - Katy,1,west_houston|katy
4094,ffe,Katy PD 3,DE,Police 3,Law Tac,Fort Bend County - Katy,1,west_houston|katy
1827,723,Katy PD 4,D,Police 4,Law Tac,Fort Bend County - Katy,1,west_houston|katy
71,47,KatyISD PD 1,D,Katy Independent School District Police 1,Law Dispatch,Harris County - Schools,1,west_houston|katy
919,397,KatyISD PD 2,D,Katy Independent School District Police 2 Special Events,Law Tac,Harris County - Schools,1,west_houston|katy
117,75,KatyISD PD 3,D,Katy Independent School District Police 3 Patrol,Law Tac,Harris County - Schools,1,west_houston|katy
983,3d7,West Disp,D,West Fire Dispatch,Fire Dispatch,Harris County - Westcom Communications Center,1,west_houston|katy
50000,c350,West Ops 1,D,West Fire Operations 1,Fire-Tac,Harris County - Westcom Communications Center,1,west_houston|katy
985,3d9,West Ops 2,D,West Fire Operations 2,Fire-Tac,Harris County - Westcom Communications Center,1,west_houston|katy
1588,634,West Tac 1,D,West Fire Tactical 1,Fire-Tac,Harris County - Westcom Communications Center,1,west_houston|katy
1590,636,West Tac 2,D,West Fire Tactical 2,Fire-Tac,Harris County - Westcom Communications Center,1,west_houston|katy
2889,b49,West Tac 3,D,West Fire Tactical 3,Fire-Tac,Harris County - Westcom Communications Center,1,west_houston|katy
2887,b47,West Tac 4,D,West Fire Tactical 4,Fire-Tac,Harris County - Westcom Communications Center,1,west_houston|katy
50001,c351,West Tac 5,D,West Fire Tactical 5,Fire-Tac,Harris County - Westcom Communications Center,1,west_houston|katy
130,82,Acadian Tac1,D,Acadian Ambulance Tactical 1,EMS-Tac,Private Ambulance Services,1,
122,07a,AcadianNorth,D,Acadian Ambulance North,EMS Dispatch,Private Ambulance Services,1,
124,07c,AcadianSouth,D,Acadian Ambulance South,EMS Dispatch,Private Ambulance Services,1,
182,0b6,ACC PD Supv,D,Alvin Community College Police Supervisor,Law Talk,Brazoria County - Colleges,1,
1609,649,Agltn EMS 1,D,EMS 1,EMS Dispatch,Brazoria County - Angleton,1,
1659,67b,Agltn EMS 2,D,EMS 2,EMS-Tac,Brazoria County - Angleton,1,
1562,61a,Agltn Hosp,D,EMS to Angleton/Danbury Hospital,Hospital,Brazoria County - Angleton,1,
1537,601,Agltn PD Detect,D,Police Detectives,Law Tac,Brazoria County - Angleton,1,
1533,5fd,Agltn PD Disp,D,Police Dispatch,Law Dispatch,Brazoria County - Angleton,1,
1655,677,Agltn PD Event 1,T,Police Event 1,Law Tac,Brazoria County - Angleton,1,
1657,679,Agltn PD Event 2,T,Police Event 2,Law Tac,Brazoria County - Angleton,1,
1539,603,Agltn PD Superv,D,Police Supervisors,Law Talk,Brazoria County - Angleton,1,
1535,5ff,Agltn PD Tac 1,D,Police Tactical 1,Law Tac,Brazoria County - Angleton,1,
1617,651,AgltnPD Patrol 1,D,Police Patrol 1,Law Talk,Brazoria County - Angleton,1,
619,26b,AldISDPDDisp,T,Aldine Independent School District Police - Primary,Law Dispatch,Harris County - Schools,1,
621,26d,AldISDPDTac1,T,Aldine Independent School District Police - Tactical 1,Law Tac,Harris County - Schools,1,
33585,8331,AliefISD PD1,T,Alief Independent School District Police 1,Law Dispatch,Harris County - Schools,1,
33586,8332,AliefISD PD2,TE,Alief Independent School District Police 2,Law Tac,Harris County - Schools,1,
398,18e,Alvin Animal Ctl,T,Animal Control,Public Works,Brazoria County - Alvin,1,
761,2f9,Alvin CC PD,D,Alvin Community College Police,Law Dispatch,Brazoria County - Colleges,1,
795,31b,Alvin EMS,T,EMS Primary,EMS Dispatch,Brazoria County - Alvin,1,
789,315,Alvin FD Primary,T,Fire Primary,Fire Dispatch,Brazoria County - Alvin,1,
797,31d,Alvin FD Tac 1,T,Fire Tactical 1,Fire-Tac,Brazoria County - Alvin,1,
38690,9722,Alvin ISD PD 1,T,Alvin ISD Police Dispatch,Law Dispatch,Brazoria County - Schools,1,
38693,9725,Alvin ISD PD 2,T,Alvin ISD Police Ch. 2,Law Tac,Brazoria County - Schools,1,
38694,9726,Alvin ISD PD EV1,T,Alvin ISD Police Events 1,Law Tac,Brazoria County - Schools,1,
38695,9727,Alvin ISD PD EV2,T,Alvin ISD Police Events 2,Law Tac,Brazoria County - Schools,1,
38692,9724,Alvin ISD PD Sup,TE,Alvin ISD Police Supervisor,Law Talk,Brazoria County - Schools,1,
38691,9723,Alvin ISD PD Tac,T,Alvin ISD Police Tac,Law Tac,Brazoria County - Schools,1,
763,2fb,Alvin Mutual Aid,T,Mutual Aid,Interop,Brazoria County - Alvin,1,
783,30f,Alvin PD 2,TE,Police 2,Law Tac,Brazoria County - Alvin,1,
767,2ff,Alvin PD Pri,T,Police Primary,Law Dispatch,Brazoria County - Alvin,1,
779,30b,Alvin PD Sp Ops,T,Police Special Operations,Law Tac,Brazoria County - Alvin,1,
781,30d,Alvin PD Tac 1,TE,Police Tactical 1,Law Tac,Brazoria County - Alvin,1,
799,31f,Alvin Pub Works,T,Public Works,Public Works,Brazoria County - Alvin,1,
765,2fd,Alvin Spec Event,T,Special Event,Multi-Tac,Brazoria County - Alvin,1,
1512,5E+08,Angleton Fire,D,Fire,Fire Dispatch,Brazoria County - Angleton,1,
1551,60f,Angleton ISD PD1,D,Angleton ISD Police Ch 1,Law Dispatch,Brazoria County - Schools,1,
1597,63d,Angleton ISD PD2,D,Angleton ISD Police Ch 2,Law Tac,Brazoria County - Schools,1,
891,37b,APCOIntlConf,D,APCO International 76th Annual Conference and Exposition,Business,Miscellaneous,1,
3426,d62,ARC GalvCo 1,D,American Red Cross Galveston County 1,Emergency Ops,Galveston County,1,
3428,d64,ARC GalvCo 2,D,American Red Cross Galveston County 2,Emergency Ops,Galveston County,1,
239,0ef,Arcola PD 1,D,Arcola Police,Law Dispatch,Fort Bend County - Other Communities,1,
3705,e79,Arp VFD,D,Arp Volunteer Fire Department,Fire-Tac,Smith County - Other Communities,1,
2243,8c3,Aust Co OEM,D,Office of Emergency Management,Emergency Ops,Austin County,1,
2308,904,Austin Co EMS 1,D,EMS Dispatch,EMS Dispatch,Austin County,1,
2309,905,Austin Co EMS 2,D,EMS Tactical,EMS-Tac,Austin County,1,
1231,4cf,Austin Co EMS Sv,D,EMS Supervisors,EMS-Talk,Austin County,1,
2307,903,Austin Co F Tac1,D,Fire Tactical 1,Fire-Tac,Austin County,1,
2244,8c4,Austin Co F Tac2,D,Fire Tactical 2,Fire-Tac,Austin County,1,
2305,901,Austin Co Fire 1,D,Fire Dispatch,Fire Dispatch,Austin County,1,
2306,902,Austin Co Fire 2,D,Fire Secondary,Fire-Tac,Austin County,1,
2300,8fc,Austin Co Wide,D,Countywide,Multi-Tac,Austin County,1,
2245,8c5,Austin CoTac3,D,Fire Tactical 3,Fire-Tac,Austin County,1,
2296,8f8,Austin SO 1 Ops,D,Sheriff Ch. 1 Operations,Law Tac,Austin County,1,
2297,8f9,Austin SO 2 Disp,DE,Sheriff Ch. 2 Dispatch,Law Dispatch,Austin County,1,
162,0a2,Austin SO 3,DE,Sheriff Ch. 3,Law Tac,Austin County,1,
2299,8fb,Austin SO Supv,DE,Sheriff Supervisors,Law Talk,Austin County,1,
2298,8fa,Austin SO Tac,DE,Sheriff Tactical,Law Tac,Austin County,1,
1230,4ce,Bay City EMS,D,EMS,EMS Dispatch,Matagorda County - Bay City,1,
1312,520,Bay City EMS Ch2,D,EMS Ch 2,EMS-Tac,Matagorda County - Bay City,1,
1290,50a,Bay City EOC,D,Emergency Command Center,Emergency Ops,Matagorda County - Bay City,1,
1314,522,Bay City IT,D,Information Technology,Public Works,Matagorda County - Bay City,1,
2161,871,BayArea Tac1,D,Bay Area Tactical 1,Interop,Galveston County,1,
2163,873,BayArea Tac2,D,Bay Area Tactical 2,Interop,Galveston County,1,
2165,875,BayArea Tac3,D,Bay Area Tactical 3,Interop,Galveston County,1,
2167,877,BayArea Tac4,D,Bay Area Tactical 4,Interop,Galveston County,1,
2169,879,BayArea Tac5,TE,Bay Area Tactical 5,Interop,Galveston County,1,
2171,87b,BayArea Tac6,D,Bay Area Tactical 6,Interop,Galveston County,1,
1308,51c,BayCity Mech,D,Mechanics,Public Works,Matagorda County - Bay City,1,
1220,4c4,BayCity PD 2,D,Police 2 Secondary,Law Tac,Matagorda County - Bay City,1,
1242,4da,BayCity PW 1,D,Public Works 1,Public Works,Matagorda County - Bay City,1,
1304,518,BayCity PW 2,D,Public Works 2,Public Works,Matagorda County - Bay City,1,
1324,52c,BayCity Util,D,Utilities,Public Works,Matagorda County - Bay City,1,
1316,524,BayCity Whse,D,Warehouse,Public Works,Matagorda County - Bay City,1,
1310,51e,BayCity WWTP,D,Waste Water Treatment Plant (WWTP),Public Works,Matagorda County - Bay City,1,
1300,514,BayCityAdSup,D,Administration - Supervisors,Public Works,Matagorda County - Bay City,1,
1256,4E+08,BayCityAnmlC,D,Animal Control,Public Works,Matagorda County - Bay City,1,
1288,508,BayCityCtywd,D,Citywide,Interop,Matagorda County - Bay City,1,
1306,51a,BayCityMeter,D,Meter Readers,Public Works,Matagorda County - Bay City,1,
1222,4c6,BayCityPDAdm,D,Police Administration,Law Talk,Matagorda County - Bay City,1,
1282,502,BayCityPDC-C,D,Police Car-to-Car,Law Talk,Matagorda County - Bay City,1,
1280,500,BayCityPDDet,D,Police Detective,Law Tac,Matagorda County - Bay City,1,
1218,4c2,BayCityPDDis,D,Police 1 Dispatch,Law Dispatch,Matagorda County - Bay City,1,
1224,4c8,BayCityPDPat,D,Police Patrol,Law Tac,Matagorda County - Bay City,1,
1226,4ca,BayCityPDWar,D,Police Warrants,Law Tac,Matagorda County - Bay City,1,
1228,4cc,BayCtyPDSWAT,D,Police SWAT,Law Tac,Matagorda County - Bay City,1,
3160,c58,BayouVistaPD,D,Bayou Vista Police (19xx Units Dispatched on Galveston County Sheriff 1),Law Tac,Galveston County - Other Communities,1,
1289,509,Baytown City1,D,City 1 Animal Control,Public Works,Harris County - Baytown,1,
1291,50b,Baytown City2,D,City 2,Public Works,Harris County - Baytown,1,
1025,401,Baytown City3,D,City 3,Public Works,Harris County - Baytown,1,
1021,3fd,Baytown City4,D,Ch. A6 City 4,Public Works,Harris County - Baytown,1,
2383,94f,Baytown City5,D,City 5,Public Works,Harris County - Baytown,1,
2384,950,Baytown City6,D,City 6,Public Works,Harris County - Baytown,1,
1027,403,Baytown FD 1,D,Ch. A16 Fire 1 Primary,Fire Dispatch,Harris County - Baytown,1,
1029,405,Baytown FD 2,D,Ch. A15 Fire 2 Secondary,Fire-Tac,Harris County - Baytown,1,
1023,3ff,Baytown FD 3,D,Ch. A14 Fire 3,Fire-Tac,Harris County - Baytown,1,
2412,96c,Baytown OEM,D,Office of Emergency Management,Emergency Ops,Harris County - Baytown,1,
1013,3f5,Baytown PD 1,D,Ch. A1 Police 1 Primary,Law Dispatch,Harris County - Baytown,1,
1015,3f7,Baytown PD 2,D,Ch. A2 Police 2 Secondary,Law Tac,Harris County - Baytown,1,
1017,3f9,Baytown PD Det,D,Ch. A3 Police Detectives,Law Tac,Harris County - Baytown,1,
1019,3fb,Baytown PD Event,D,Police Special Event,Law Tac,Harris County - Baytown,1,
1035,40b,Baytown PD Tac1,D,Ch. A7 Police Tactical 1,Law Tac,Harris County - Baytown,1,
1037,40d,Baytown PD Tac2,D,Ch. A8 Police Tactical 2,Law Tac,Harris County - Baytown,1,
1039,40f,Baytown PD Tac3,D,Ch. A9 Police Tactical 3 SWAT,Law Tac,Harris County - Baytown,1,
1043,413,Baytown PD Tac4,D,Ch. A10 Police Tactical 4,Law Tac,Harris County - Baytown,1,
1049,419,Baytown PD Tac5,D,Ch. A11 Police Tactical 5,Law Tac,Harris County - Baytown,1,
1057,421,Baytown PD Tac6,D,Ch. A12 Police Tactical 6,Law Tac,Harris County - Baytown,1,
1647,66f,BC Contsbl 1,D,Constables Ch. 1,Law Tac,Brazoria County Sheriff,1,
1519,5ef,BCComm Pct 1,D,Commissioner Precinct 1,Public Works,Brazoria County,1,
1571,623,BCComm Pct 2,D,Commissioner Precinct 2,Public Works,Brazoria County,1,
1573,625,BCComm Pct 3,D,Commissioner Precinct 3,Public Works,Brazoria County,1,
1575,627,BCComm Pct 4,D,Commissioner Precinct 4,Public Works,Brazoria County,1,
1567,61f,BCCommPctPct,D,Commissioner Precinct to Precinct,Public Works,Brazoria County,1,
1082,43a,BCCT Maint 1,T,Barbours Cut Container Terminal Maintenance 1,Public Works,Port of Houston Authority,1,
1084,43c,BCCT Maint 2,T,Barbours Cut Container Terminal Maintenance 2,Public Works,Port of Houston Authority,1,
1406,57e,BCCT Maint 3,T,Barbours Cut Container Terminal Maintenance 3,Public Works,Port of Houston Authority,1,
1408,580,BCCT Maint 4,T,Barbours Cut Container Terminal Maintenance 4,Public Works,Port of Houston Authority,1,
1410,582,BCCT Maint 5,T,Barbours Cut Container Terminal Maintenance 5,Public Works,Port of Houston Authority,1,
1412,584,BCCT Maint 6,T,Barbours Cut Container Terminal Maintenance 6,Public Works,Port of Houston Authority,1,
1414,586,BCCT Maint 7,T,Barbours Cut Container Terminal Maintenance 7,Public Works,Port of Houston Authority,1,
1416,588,BCCT Maint 8,T,Barbours Cut Container Terminal Maintenance 8,Public Works,Port of Houston Authority,1,
1052,41c,BCCT Ops 1,T,Barbours Cut Container Terminal Operations 1,Public Works,Port of Houston Authority,1,
1356,54c,BCCT Ops 10,T,Barbours Cut Container Terminal Operations 10,Public Works,Port of Houston Authority,1,
1358,54e,BCCT Ops 11,T,Barbours Cut Container Terminal Operations 11,Public Works,Port of Houston Authority,1,
1360,550,BCCT Ops 12,T,Barbours Cut Container Terminal Operations 12,Public Works,Port of Houston Authority,1,
1362,552,BCCT Ops 13,T,Barbours Cut Container Terminal Operations 13,Public Works,Port of Houston Authority,1,
1364,554,BCCT Ops 14,T,Barbours Cut Container Terminal Operations 14,Public Works,Port of Houston Authority,1,
1366,556,BCCT Ops 15,T,Barbours Cut Container Terminal Operations 15,Public Works,Port of Houston Authority,1,
1054,41e,BCCT Ops 2,T,Barbours Cut Container Terminal Operations 2,Public Works,Port of Houston Authority,1,
1056,420,BCCT Ops 3,T,Barbours Cut Container Terminal Operations 3,Public Works,Port of Houston Authority,1,
1344,540,BCCT Ops 4,T,Barbours Cut Container Terminal Operations 4,Public Works,Port of Houston Authority,1,
1346,542,BCCT Ops 5,T,Barbours Cut Container Terminal Operations 5,Public Works,Port of Houston Authority,1,
1348,544,BCCT Ops 6,T,Barbours Cut Container Terminal Operations 6,Public Works,Port of Houston Authority,1,
1350,546,BCCT Ops 7,T,Barbours Cut Container Terminal Operations 7,Public Works,Port of Houston Authority,1,
1352,548,BCCT Ops 8,T,Barbours Cut Container Terminal Operations 8,Public Works,Port of Houston Authority,1,
1354,54a,BCCT Ops 9,T,Barbours Cut Container Terminal Operations 9,Public Works,Port of Houston Authority,1,
1400,578,BCCT Out Mnt,T,Barbours Cut Container Terminal Outside Maintenance,Public Works,Port of Houston Authority,1,
1404,57c,BCCT Wharf,T,Barbours Cut Container Terminal Wharf,Public Works,Port of Houston Authority,1,
1402,57a,BCCT Yard,T,Barbours Cut Container Terminal Yard,Public Works,Port of Houston Authority,1,
2201,899,BCISD Admin,D,Administration,Schools,Matagorda County - Bay City ISD,1,
1298,512,BCISD Buses,D,Buses,Schools,Matagorda County - Bay City ISD,1,
1296,510,BCISD Maint,D,Maintenance,Schools,Matagorda County - Bay City ISD,1,
1292,50c,BCISD Ops 1,D,Operations 1,Schools,Matagorda County - Bay City ISD,1,
1294,50e,BCISD Ops 2,D,Operations 2,Schools,Matagorda County - Bay City ISD,1,
1236,4d4,BCISD Police,D,Police Primary,Law Dispatch,Matagorda County - Bay City ISD,1,
1302,516,BCISD Principals,D,Principals,Schools,Matagorda County - Bay City ISD,1,
3156,c54,BclifSLFDDis,D,"Bacliff/San Leon Fire Dispatch (Bay Fire"")""",Fire Dispatch,Galveston County - Other Communities,1,
3152,c50,BclifSLFDFg1,D,Bacliff/San Leon Fireground 1,Fire-Tac,Galveston County - Other Communities,1,
3154,c52,BclifSLFDFg2,D,Bacliff/San Leon Fireground 2,Fire-Tac,Galveston County - Other Communities,1,
3150,c4e,BclifVFDTalk,D,Bacliff Volunteer Fire Department Talk,Fire-Talk,Galveston County - Other Communities,1,
1531,5fb,BCSO CAER,D,Community Awareness & Emergency Response (CAER),Law Talk,Brazoria County Sheriff,1,
1509,5E+05,BCSO Det 1,D,Detective 1,Law Talk,Brazoria County Sheriff,1,
1511,5E+07,BCSO Det 2,D,Detective 2,Law Talk,Brazoria County Sheriff,1,
1641,669,BCSO Det 3,D,Detective 3,Law Talk,Brazoria County Sheriff,1,
1637,665,BCSO DPS Interop,T,Texas DPS to Sheriff,Interop,Brazoria County Sheriff,1,
1583,62f,BCSO EmgTraf,D,Emergency Traffic,Law Tac,Brazoria County Sheriff,1,
1627,65b,BCSO Interop,D,Interop,Interop,Brazoria County Sheriff,1,
1527,5f7,BCSO Jail 1,D,Jail 1,Corrections,Brazoria County Sheriff,1,
1529,5f9,BCSO Jail 2,D,Jail 2,Corrections,Brazoria County Sheriff,1,
1517,5ed,BCSO Jail 3,T,Jail 3,Corrections,Brazoria County Sheriff,1,
1565,61d,BCSO Juvie,T,Juvenile Division,Law Talk,Brazoria County Sheriff,1,
1639,667,BCSO N Ch1,D,North Channel 1,Law Talk,Brazoria County Sheriff,1,
1513,5E+09,BCSO Narc 1,D,Sheriff Narcotics Ch. 1,Law Tac,Brazoria County Sheriff,1,
1515,5eb,BCSO Narc 2,D,Sheriff Narcotics Ch. 2,Law Tac,Brazoria County Sheriff,1,
101,65,BCSO Narc 3,DE,Sheriff Narcotics Ch. 3,Law Tac,Brazoria County Sheriff,1,
4092,ffc,BCSODetent 1,T,Detention 1,Corrections,Brazoria County Sheriff,1,
4093,ffd,BCSODetent 2,T,Detention 2,Corrections,Brazoria County Sheriff,1,
1505,5E+01,BCSOIntrcty1,D,Intercity 1,Law Tac,Brazoria County Sheriff,1,
1507,5E+03,BCSOIntrcty2,D,Intercity 2,Law Tac,Brazoria County Sheriff,1,
138,08a,BCSOPortSec1,T,Port Security 1,Law Tac,Brazoria County Sheriff,1,
137,89,BCSOPortSec2,T,Port Security 2,Law Tac,Brazoria County Sheriff,1,
1238,4d6,BCVFD 1,D,Fire Ch. 1,Fire-Tac,Matagorda County - Bay City,1,
1240,4d8,BCVFD 2,D,Fire Ch. 2,Fire-Tac,Matagorda County - Bay City,1,
1274,4fa,BCVFD Chief,D,Fire Chief,Fire-Talk,Matagorda County - Bay City,1,
2869,b35,Beasley FD,D,Beasley Fire,Fire Dispatch,Fort Bend County - Other Communities,1,
1914,77a,Beasley FD Tac 1,T,Beasley Fire Tac 1,Fire-Tac,Fort Bend County - Other Communities,1,
2855,b27,Beasley PD,D,Beasley Police,Law Tac,Fort Bend County - Other Communities,1,
33553,8311,BellaiPD CID,TE,Police CID,Law Tac,Harris County - Bellaire,1,
33555,8313,Bellaire FD,TE,Fire,Fire Dispatch,Harris County - Bellaire,1,
30550,7756,Bellaire PD1,TE,Police 1,Law Dispatch,Harris County - Bellaire,1,
30551,7757,Bellaire PD2,TE,Police 2,Law Tac,Harris County - Bellaire,1,
33556,8314,BellaireFD 2,TE,Fire 2,Fire-Tac,Harris County - Bellaire,1,
33552,8310,BellaireSpEv,TE,Special Events,Interop,Harris County - Bellaire,1,
33557,8315,BellFD Joint,TE,Fire Joint Operations,Fire-Tac,Harris County - Bellaire,1,
33554,8312,BellPD Joint,TE,Police Joint Operations,Law Tac,Harris County - Bellaire,1,
2301,8fd,Bellville PD 1,D,Bellville Police Primary,Law Dispatch,Austin County,1,
2302,8fe,Bellville PD 2,D,Bellville Police Tactical,Law Tac,Austin County,1,
3917,f4d,Blinn College PD,D,Blinn College Police - Brenham Campus,Law Dispatch,Washington County - Brenham,1,
3918,f4e,Blinn College PD,D,Blinn College Police - Bryan Campus,Law Dispatch,Brazos County - Schools,1,
3397,d45,BlivrFDEMS 1,D,Bolivar Peninsula Fire/EMS 1 Dispatch,Fire Dispatch,Galveston County - Other Communities,1,
3387,d3b,BlivrFDEMS 2,D,Bolivar Peninsula Fire/EMS 2,Fire-Tac,Galveston County - Other Communities,1,
3471,d8f,BNSF PD Galv,D,Burlington Northern Santa Fe Railroad Police Galveston County,Law Tac,Railroad Police,1,
142,08e,Bp ISD PD 1,D,Brazosport ISD Police 1,Law Dispatch,Brazoria County - Schools,1,
144,90,Bp ISD PD 2,D,Brazosport ISD Police 2,Law Tac,Brazoria County - Schools,1,
